"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"15",2042.29333333333,1713.41,545.788333333333,136.558333333333,1120.235,2050.99666666667,741.916666666667,130.125,163.62,602.323333333333,337.766666666667,1104.735,392.025,485.92,2183.61166666667,2042.81,254.53,2109.66666666667,587.845,986.218333333333,963.591666666667,240.225,263.32,572.723333333333,499.506666666667,622.373333333333,368.345,1125.97333333333,2181.59333333333,529.511666666667
"16",2071.29666666667,1739.04666666667,667.185,768.381666666667,1367.25833333333,2080,981.995,530.096666666667,640.13,835.588333333333,868.53,796.435,618.816666666667,575.623333333333,2367.32166666667,2001.99,599.448333333333,2506.36333333333,786.29,808.596666666667,455.893333333333,770.988333333333,794.083333333333,771.168333333333,527.868333333333,1135.795,896.755,563.533333333333,2345.90833333333,127.72
"17",1827.15333333333,1606.265,921.058333333333,462.061666666667,880.941666666667,1835.85666666667,1110.39166666667,478.083333333333,525.756666666667,466.991666666667,124.288333333333,1122.42833333333,378.11,861.19,1944.31833333333,1893.925,629.8,1717.26166666667,969.138333333333,950.05,1261.685,215.311666666667,209.005,954.016666666667,874.776666666667,229.968333333333,695.611666666667,1424.06666666667,1942.3,827.605
"18",1567.945,1239.06166666667,1098.27,779.946666666667,850.826666666667,1576.64833333333,1367.29333333333,568.535,788.996666666667,322.708333333333,634.491666666667,540.775,307.131666666667,1005.67,1863.97,1568.46166666667,839.938333333333,1994.17333333333,1201.07333333333,422.258333333333,940.135,571.835,594.843333333333,1185.95166666667,977.751666666667,711.55,1011.73333333333,1102.51666666667,1842.55666666667,527.453333333333
"19",1155.38166666667,1218.99333333333,2505.86166666667,2046.865,1033.23833333333,1120.42166666667,2695.195,2021.875,2110.56,1524.825,1794.58833333333,1983.28666666667,1737.89833333333,2445.99333333333,886.886666666667,1222.15333333333,2214.60333333333,446.066666666667,2553.94166666667,1756.54,2659.63833333333,1809.90333333333,1826.56166666667,2538.82,2459.58,1499.12,2280.415,2822.02,884.868333333333,2225.55833333333
"20",2222.28,1893.39666666667,347.16,247.946666666667,1284.36333333333,2230.98333333333,597.628333333333,287.635,106.806666666667,782.31,501.895,1263.155,572.011666666667,287.291666666667,2347.74,2222.79666666667,48.0983333333333,2273.795,424.953333333333,1144.63833333333,991.881666666667,404.353333333333,427.448333333333,409.831666666667,300.878333333333,786.501666666667,316.22,1084.93166666667,2345.72166666667,661.708333333333
"21",1740.79166666667,1395.96666666667,983.025,823.461666666667,1196.06833333333,1762.08166666667,1276.685,585.176666666667,805.638333333333,693.081666666667,824.926666666667,451.646666666667,513.043333333333,890.69,2074.75333333333,1658.91,856.58,2364.54666666667,1086.295,465.516666666667,617.128333333333,738.661666666667,761.67,1071.17333333333,851.026666666667,1018.79666666667,1055.24833333333,779.51,2053.34,305.606666666667
"22",1532.96666666667,1204.08333333333,1053.13833333333,703.278333333333,599.266666666667,1541.67,1299.435,538.57,721.138333333333,71.1483333333333,548.255,684.658333333333,226.015,984.945,1744.78833333333,1533.48333333333,777.128333333333,1742.61333333333,1145.36333333333,480.253333333333,1128.78666666667,487.866666666667,510.875,1130.24166666667,998.531666666667,459.99,935.065,1291.16833333333,1742.77,713.675
"23",947.645,633.973333333333,1760.15666666667,1338.81,220.496666666667,956.348333333333,1987.14,1245.58833333333,1402.505,720.505,1116.94666666667,969.573333333333,933.033333333333,1691.96333333333,1210.83333333333,948.161666666667,1484.14666666667,1280.67,1845.88666666667,742.826666666667,1767.96333333333,1101.84833333333,1118.50666666667,1830.765,1705.55,1011.15666666667,1572.36,1930.345,1208.815,1389.105
"24",2283.405,1954.52166666667,445.633333333333,633.233333333333,1483.07166666667,2292.10833333333,760.443333333333,480.45,505.596666666667,951.401666666667,839.418333333333,1050.20166666667,734.63,354.071666666667,2579.43,2253.18333333333,464.915,2597.89333333333,564.738333333333,1059.79,632.478333333333,741.876666666667,764.971666666667,549.616666666667,306.316666666667,1120.64333333333,762.221666666667,725.528333333333,2558.01666666667,360.923333333333
"25",747.078333333333,748.29,1921.85833333333,1462.86166666667,449.235,755.781666666667,2111.19166666667,1437.87166666667,1526.55666666667,940.821666666667,1240.99833333333,1399.28333333333,1153.895,1861.99,813.298333333333,813.85,1630.6,835.875,1969.93833333333,1172.53666666667,2075.635,1225.9,1242.55833333333,1954.81666666667,1875.57666666667,1103.01333333333,1696.41166666667,2238.01666666667,811.28,1641.555
"26",1397.865,1068.98166666667,1198.14333333333,848.283333333333,705.551666666667,1406.56833333333,1444.44,683.575,866.143333333333,247.213333333333,692.775,499.218333333333,365.415,1129.95,1693.89,1398.38166666667,922.133333333333,1902.96,1290.36833333333,294.813333333333,1070.63333333333,632.386666666667,655.395,1275.24666666667,1108.25,636.055,1080.07,1233.015,1672.47666666667,657.951666666667
"27",2184.44666666667,1868.03333333333,438.578333333333,201.818333333333,1238.235,2193.15,567.99,266.263333333333,44.505,756.946666666667,455.766666666667,1241.78333333333,546.648333333333,378.71,2301.61166666667,2197.43333333333,147.32,2227.66666666667,472.525,1123.26666666667,1047.815,358.225,381.32,457.403333333333,392.296666666667,740.373333333333,275.963333333333,1140.865,2299.59333333333,666.56
"28",2200.88833333333,1872.005,368.078333333333,526.625,1376.46333333333,2209.59166666667,661.738333333333,373.841666666667,398.988333333333,844.793333333333,732.81,1043.455,628.021666666667,275.743333333333,2496.91333333333,2201.37833333333,354.393333333333,2491.285,471.348333333333,1005.77,725.185,635.268333333333,658.363333333333,456.226666666667,236.08,1014.035,651.7,818.235,2475.5,409.98
"29",2192.93333333333,1864.05,403.93,507.41,1357.24833333333,2201.63666666667,697.59,354.626666666667,379.773333333333,825.578333333333,713.595,1035.5,608.806666666667,311.595,2488.95833333333,2193.42333333333,339.091666666667,2472.07,507.2,997.815,717.23,616.053333333333,639.148333333333,492.078333333333,271.931666666667,994.82,636.398333333333,810.28,2467.545,402.025
"30",1946.81333333333,1617.93,694.673333333333,575.998333333333,1172.02333333333,1955.51666666667,988.333333333333,337.713333333333,558.175,640.353333333333,648.006666666667,739.136666666667,423.581666666667,602.338333333333,2242.83833333333,1921.38333333333,577.528333333333,2311.12833333333,797.943333333333,727.99,546.556666666667,550.465,573.56,782.821666666667,562.675,929.231666666667,807.785,708.938333333333,2221.425,112.476666666667
"31",859.138333333333,514.313333333333,1901.55666666667,1551.69666666667,654.123333333333,880.428333333333,2147.85333333333,1386.98833333333,1569.55666666667,935.655,1396.18833333333,814.938333333333,1068.82833333333,1833.36333333333,1245.68333333333,777.256666666667,1625.54666666667,1671.96666666667,1993.78166666667,622.876666666667,1645.25333333333,1335.8,1358.80833333333,1978.66,1833.075,1319.83833333333,1783.48333333333,1807.635,1224.27,1322.38166666667
"32",709.786666666667,364.693333333333,1939.945,1590.085,594.533333333333,730.998333333333,2186.24166666667,1425.37666666667,1607.945,930.835,1420.62666666667,970.195,1107.21666666667,1871.75166666667,1044.54166666667,681.428333333333,1663.935,1462.88166666667,2032.17,774.886666666667,1798.98166666667,1374.18833333333,1397.19666666667,2017.04833333333,1871.46333333333,1315.01833333333,1821.87166666667,1961.36333333333,1023.12833333333,1421.165
"33",1796.44666666667,1451.62166666667,940.288333333333,780.725,1237.85666666667,1817.73666666667,1233.94833333333,542.44,762.901666666667,716.546666666667,820.743333333333,530.843333333333,533.268333333333,847.953333333333,2130.40833333333,1714.565,813.843333333333,2388.01166666667,1043.55833333333,521.171666666667,558.631666666667,723.201666666667,746.296666666667,1028.43666666667,808.29,1039.02166666667,1012.51166666667,721.013333333333,2108.995,262.87
"34",853.471666666667,854.683333333333,1976.94666666667,1517.95,504.323333333333,862.175,2166.28,1492.96,1581.645,995.91,1296.08666666667,1454.37166666667,1208.98333333333,1917.07833333333,919.691666666667,920.243333333333,1685.68833333333,868.656666666667,2025.02666666667,1227.625,2130.72333333333,1280.98833333333,1297.64666666667,2009.905,1930.665,1158.10166666667,1751.5,2293.105,917.673333333333,1696.64333333333
"35",1440.39166666667,1111.50833333333,1113.62666666667,763.766666666667,637.526666666667,1449.095,1359.92333333333,599.058333333333,781.626666666667,109.408333333333,603.858333333333,592.083333333333,280.898333333333,1045.43333333333,1736.41666666667,1440.90833333333,837.616666666667,1780.87333333333,1205.85166666667,387.678333333333,1118.01833333333,547.87,570.878333333333,1190.73,1059.02,498.25,995.553333333333,1280.4,1715.00333333333,705.336666666667
"36",1404.595,1059.77,1567.795,1383.42666666667,1065.505,1425.885,1861.455,1148.365,1368.82666666667,816.296666666667,1246.515,174.535,919.155,1475.46,1791.14,1322.71333333333,1419.76833333333,2248.73666666667,1671.065,352.386666666667,1046.32333333333,1175.315,1198.32333333333,1655.94333333333,1435.79666666667,1200.48,1615.21333333333,1208.705,1769.72666666667,873.518333333333
"37",2444.46833333333,2115.585,337.696666666667,678.733333333333,1574.87833333333,2453.17166666667,652.506666666667,572.256666666667,537.593333333333,1043.20833333333,931.225,1254.35833333333,826.436666666667,246.135,2716.15833333333,2444.95833333333,434.438333333333,2689.7,456.801666666667,1249.35,791.578333333333,833.683333333333,856.778333333333,441.68,198.38,1212.45,708.861666666667,884.628333333333,2714.14,568.326666666667
"38",2293.29,1964.40666666667,408.556666666667,494.726666666667,1391.46333333333,2301.99333333333,702.216666666667,388.841666666667,353.586666666667,859.793333333333,747.81,1166.47666666667,643.021666666667,316.221666666667,2532.74333333333,2293.80666666667,246.495,2506.285,511.826666666667,1128.79166666667,863.175,650.268333333333,673.363333333333,496.705,276.558333333333,1029.035,543.801666666667,956.225,2530.725,533.001666666667
"39",1223.36166666667,894.478333333333,1411.22333333333,1061.36333333333,644.238333333333,1232.065,1657.52,896.655,1079.22333333333,445.398333333333,905.855,339.295,578.495,1343.03,1519.38666666667,1209.59333333333,1135.21333333333,1841.64666666667,1503.44833333333,112.548333333333,1137.685,845.466666666667,868.475,1488.32666666667,1306.15166666667,829.581666666667,1293.15,1300.06666666667,1497.97333333333,814.813333333333
"40",2407.24333333333,2078.36,300.471666666667,641.508333333333,1537.65333333333,2415.94666666667,615.281666666667,535.031666666667,500.368333333333,1005.98333333333,894,1224.06166666667,789.211666666667,208.91,2678.93333333333,2407.73333333333,397.213333333333,2652.475,419.576666666667,1212.125,774.436666666667,796.458333333333,819.553333333333,404.455,161.155,1175.225,671.636666666667,867.486666666667,2676.915,534.783333333333
"41",1147.66,990.668333333333,1417.83,958.833333333333,201.448333333333,1156.36333333333,1607.16333333333,933.843333333333,1022.52833333333,436.793333333333,736.97,953.36,649.866666666667,1357.96166666667,1264.825,1214.43166666667,1126.57166666667,1297.24833333333,1465.91,733.64,1571.60666666667,721.871666666667,738.53,1450.78833333333,1371.54833333333,631.18,1192.38333333333,1733.98833333333,1262.80666666667,1137.52666666667
"42",1268.705,1080.565,1310.715,851.718333333333,322.493333333333,1277.40833333333,1500.04833333333,826.728333333333,915.413333333333,329.678333333333,629.855,820.495,542.751666666667,1250.84666666667,1385.87,1335.47666666667,1019.45666666667,1418.29333333333,1358.795,600.775,1464.49166666667,614.756666666667,631.415,1343.67333333333,1264.43333333333,524.065,1085.26833333333,1626.87333333333,1383.85166666667,1030.41166666667
"43",1525.85666666667,1181.03166666667,1282.93,1123.36666666667,1088.05166666667,1547.14666666667,1576.59,885.081666666667,1105.54333333333,716.68,1021.66166666667,127.013333333333,709.778333333333,1190.595,1912.40166666667,1443.975,1156.485,2285.46,1386.2,351.033333333333,761.458333333333,935.396666666667,958.405,1371.07833333333,1150.93166666667,1105.52166666667,1355.15333333333,923.84,1890.98833333333,588.653333333333
"44",1555.38666666667,1210.56166666667,1167.65,960.07,1013.70166666667,1576.67666666667,1461.31,725.008333333333,945.47,537.528333333333,827.391666666667,339.9,500.031666666667,1075.315,1889.34833333333,1473.505,996.411666666667,2208.99333333333,1270.92,280.111666666667,822.075,751.958333333333,774.966666666667,1255.79833333333,1035.65166666667,926.37,1191.85666666667,984.456666666667,1867.935,490.231666666667
"45",1367.675,1038.79166666667,1209.24333333333,881.721666666667,700.441666666667,1376.37833333333,1477.87833333333,713.396666666667,899.581666666667,280.651666666667,726.213333333333,465.63,398.853333333333,1116.90833333333,1663.7,1368.19166666667,955.571666666667,1897.85,1312.51333333333,261.225,1039.62833333333,665.825,688.833333333333,1297.39166666667,1077.245,669.493333333333,1113.50833333333,1202.01,1642.28666666667,626.946666666667
"46",1906.44666666667,1577.56333333333,740.168333333333,621.493333333333,1181.02333333333,1915.15,1033.82833333333,383.208333333333,603.67,649.353333333333,682.295,676.223333333333,432.581666666667,647.833333333333,2202.47166666667,1858.47,623.023333333333,2320.12833333333,843.438333333333,665.076666666667,565.388333333333,584.753333333333,607.848333333333,828.316666666667,608.17,949.56,853.28,727.77,2181.05833333333,131.308333333333
"47",2406.05166666667,2084.315,297.506666666667,392.261666666667,1459.84,2414.755,390.103333333333,482.545,266.11,973.228333333333,677.371666666667,1458.065,762.93,290.611666666667,2523.21666666667,2413.715,283.541666666667,2449.27166666667,309.415,1339.54833333333,1166.82833333333,579.83,602.925,294.293333333333,339.37,961.978333333333,247.691666666667,1259.87833333333,2521.19833333333,865.091666666667
"48",2309.27666666667,1980.39333333333,348.94,334.006666666667,1370.42333333333,2317.98,555.406666666667,378.623333333333,192.866666666667,869.306666666667,587.955,1354.14333333333,659.008333333333,318.311666666667,2433.8,2309.79333333333,153.23,2359.855,379.783333333333,1235.62666666667,1117.77166666667,490.413333333333,513.508333333333,364.661666666667,346.45,872.561666666667,300.483333333333,1210.82166666667,2431.78166666667,778.92
"49",1700.82666666667,1356.00166666667,1131.50666666667,967.026666666667,1189.17666666667,1722.11666666667,1425.16666666667,728.741666666667,949.203333333333,732.421666666667,864.266666666667,301.983333333333,552.383333333333,1039.17166666667,2064.325,1618.945,1000.145,2386.585,1234.77666666667,455.088333333333,613.731666666667,778.001666666667,801.01,1219.655,999.508333333333,1058.13666666667,1198.81333333333,776.113333333333,2042.91166666667,440.926666666667
"50",2393.955,2065.07166666667,204.153333333333,545.19,1524.365,2402.65833333333,518.963333333333,521.743333333333,404.05,992.695,799.138333333333,1236.52166666667,775.923333333333,112.591666666667,2644.98333333333,2394.445,300.895,2571.03833333333,323.258333333333,1198.83666666667,801.941666666667,701.596666666667,724.691666666667,308.136666666667,64.8366666666667,1083.745,575.318333333333,894.991666666667,2642.965,556.276666666667
"51",2033.35833333333,1812.47,967.57,432.6,1087.14666666667,2042.06166666667,1049.17833333333,572.336666666667,572.268333333333,673.196666666667,202.791666666667,1271.52666666667,527.208333333333,907.701666666667,2150.52333333333,2100.13,676.311666666667,1833.245,1015.65,1124.76333333333,1374.95666666667,309.298333333333,301.333333333333,1000.52833333333,921.288333333333,345.951666666667,621.526666666667,1537.33833333333,2148.505,940.876666666667
"52",1910.77166666667,1606.74333333333,726.671666666667,276.815,964.56,1919.475,919.075,219.126666666667,334.44,495.626666666667,185.473333333333,1012.98,285.358333333333,658.478333333333,2027.93666666667,1936.14333333333,438.483333333333,1953.99166666667,777.821666666667,882.913333333333,1021.74666666667,87.9316666666667,111.026666666667,762.7,672.065,466.698333333333,510.365,1184.12833333333,2025.91833333333,587.666666666667
"53",2196.45166666667,1851.62666666667,754.885,914.415,1513.29166666667,2217.74166666667,1069.695,676.13,783.055,981.621666666667,1014.56333333333,797.608333333333,764.85,663.323333333333,2515.29833333333,2114.57,742.373333333333,2652.39666666667,873.99,927.866666666667,279.405,917.021666666667,940.116666666667,858.868333333333,615.568333333333,1281.82833333333,1039.68,390.676666666667,2493.885,273.753333333333
"54",2030.09166666667,1697.84166666667,793.805,725.233333333333,1324.11,2038.795,1108.615,486.948333333333,707.41,792.44,825.381666666667,718.648333333333,575.668333333333,702.243333333333,2326.11666666667,1960.785,716.221666666667,2463.215,912.91,767.391666666667,386.521666666667,727.84,750.935,897.788333333333,654.488333333333,1092.64666666667,957.02,548.903333333333,2304.70333333333,84.5716666666667
"55",1985.535,1700.055,567.936666666667,143.868333333333,1039.32333333333,1994.23833333333,757.27,224.561666666667,172.635,588.968333333333,256.855,1104.44,378.67,508.068333333333,2102.7,2029.455,276.678333333333,2028.755,616.016666666667,976.225,1058.395,159.313333333333,182.408333333333,600.895,521.655,541.461666666667,377.113333333333,1220.77666666667,2100.68166666667,624.315
"56",1497.38333333333,1152.55833333333,1311.82333333333,1152.26,1059.57833333333,1518.67333333333,1605.48333333333,913.975,1134.43666666667,719.9,1050.555,98.54,718.945,1219.48833333333,1883.92833333333,1415.50166666667,1185.37833333333,2256.98666666667,1415.09333333333,322.56,790.351666666667,964.29,987.298333333333,1399.97166666667,1179.825,1108.74166666667,1384.04666666667,952.733333333333,1862.515,617.546666666667
"57",2034.42333333333,1705.54,500.621666666667,241.908333333333,1126.12333333333,2043.12666666667,751.966666666667,78.2183333333333,173.67,594.453333333333,426.571666666667,1053.73833333333,384.155,432.428333333333,2238.18,2034.94,224.611666666667,2185.04666666667,596.16,935.221666666667,912.595,329.03,352.125,581.038333333333,446.015,707.796666666667,459.94,1030.79666666667,2236.16166666667,478.515
"58",2662.98,2341.24333333333,290.736666666667,608.323333333333,1716.76833333333,2671.68333333333,115.091666666667,739.473333333333,523.038333333333,1230.15666666667,934.3,1643.24,1019.85833333333,378.731666666667,2780.145,2670.64333333333,526.36,2706.2,180.956666666667,1596.47666666667,1264.49666666667,836.758333333333,859.853333333333,180.89,425.835,1218.90666666667,463.753333333333,1357.54666666667,2778.12666666667,1009.765
"59",1880.47666666667,1551.59333333333,742.473333333333,451.023333333333,1032.80166666667,1889.18,1011.49666666667,212.738333333333,433.2,501.131666666667,491.041666666667,803.875,284.36,649.873333333333,2174.08166666667,1880.96666666667,484.141666666667,2171.90666666667,845.276666666667,685.358333333333,708.008333333333,393.5,416.595,830.155,640.85,772.266666666667,682.81,870.39,2155.08833333333,273.928333333333
"60",2255.28,1926.39666666667,419.825,605.108333333333,1454.94666666667,2263.98333333333,734.635,452.325,477.471666666667,923.276666666667,811.293333333333,1024.35833333333,706.505,328.263333333333,2551.305,2227.34,436.79,2569.76833333333,538.93,1033.94666666667,642.35,713.751666666667,736.846666666667,523.808333333333,280.508333333333,1092.51833333333,734.096666666667,735.4,2529.89166666667,335.08
"61",1383.27666666667,1054.39333333333,1191.20666666667,841.346666666667,529.871666666667,1391.98,1437.50333333333,676.638333333333,859.206666666667,149.246666666667,640.765,617.898333333333,364.083333333333,1123.01333333333,1679.30166666667,1383.79333333333,915.196666666667,1727.28,1283.43166666667,398.178333333333,1242.905,625.666666666667,642.325,1268.31,1136.6,535.156666666667,1073.13333333333,1405.28666666667,1657.88833333333,830.223333333333
"62",2751.10333333333,2429.36666666667,358.195,696.446666666667,1804.89166666667,2759.80666666667,31.5033333333333,827.596666666667,611.161666666667,1318.28,1022.42333333333,1709.87833333333,1107.98166666667,446.19,2868.26833333333,2758.76666666667,596.12,2794.32333333333,248.425,1672.19333333333,1331.955,924.881666666667,947.976666666667,247.633333333333,493.293333333333,1307.03,551.876666666667,1425.005,2866.25,1076.40333333333
"63",858.203333333333,859.415,2105.93166666667,1646.935,633.308333333333,866.906666666667,2295.265,1621.945,1710.63,1124.895,1391.205,1583.35666666667,1337.96833333333,2046.06333333333,851.483333333333,924.975,1814.67333333333,732.521666666667,2154.01166666667,1356.61,2259.70833333333,1409.97333333333,1426.63166666667,2138.89,2059.65,1095.73666666667,1880.485,2422.09,849.465,1825.62833333333
"64",1304,959.175,1541.21,1312.04666666667,961.32,1325.29,1834.87,1076.985,1297.44666666667,712.111666666667,1163.36,149.97,836,1448.875,1690.545,1222.11833333333,1348.38833333333,2144.55166666667,1644.48,248.201666666667,1019.73833333333,1103.935,1126.94333333333,1629.35833333333,1409.21166666667,1096.295,1543.83333333333,1182.12,1669.13166666667,846.933333333333
"65",1914.59166666667,1585.70833333333,719.71,589.341666666667,1139.80166666667,1923.295,1013.37,351.056666666667,571.518333333333,608.131666666667,641.073333333333,729.82,391.36,627.375,2210.61666666667,1912.06666666667,602.565,2278.90666666667,822.98,719.473333333333,566.006666666667,543.531666666667,566.626666666667,807.858333333333,587.711666666667,908.338333333333,821.128333333333,728.388333333333,2189.20333333333,131.926666666667
"66",2253.25,1994.00833333333,796.198333333333,261.228333333333,1307.03833333333,2261.95333333333,877.806666666667,475.345,400.896666666667,882.891666666667,489.85,1404.75333333333,672.623333333333,736.33,2370.415,2320.02166666667,504.94,2100.07333333333,844.278333333333,1270.17833333333,1308.81166666667,431.608333333333,454.703333333333,829.156666666667,749.916666666667,633.01,450.155,1471.19333333333,2368.39666666667,874.731666666667
"67",1969.29833333333,1640.415,682.691666666667,424.248333333333,1126.09333333333,1978.00166666667,975.885,185.963333333333,406.425,594.423333333333,545.801666666667,893.785,377.651666666667,590.091666666667,2265.32333333333,1969.78833333333,457.366666666667,2265.19833333333,785.495,774.18,709.608333333333,448.26,471.355,770.373333333333,580.208333333333,827.026666666667,656.035,871.99,2243.91,275.528333333333
"68",1901.305,1572.42166666667,680.366666666667,511.021666666667,1112.74166666667,1910.00833333333,974.026666666667,272.736666666667,493.198333333333,581.071666666667,579.038333333333,794.743333333333,364.3,588.031666666667,2197.33,1901.795,544.14,2251.84666666667,783.636666666667,706.186666666667,610.566666666667,481.496666666667,504.591666666667,768.515,548.368333333333,860.263333333333,742.808333333333,772.948333333333,2175.91666666667,176.486666666667
"69",1348.68166666667,1019.79833333333,1306.36666666667,1041.23333333333,769.558333333333,1357.385,1600.02666666667,810.52,1030.98166666667,440.163333333333,885.725,313.635,558.365,1214.03166666667,1644.70666666667,1301.84166666667,1081.92333333333,1966.96666666667,1409.63666666667,109.23,1048.13166666667,825.336666666667,848.345,1394.515,1174.36833333333,829.005,1273.02,1210.51333333333,1623.29333333333,720.615
"70",1490.475,1178.40666666667,1097.80166666667,708.421666666667,542.365,1499.17833333333,1344.09833333333,582.196666666667,765.801666666667,81.4916666666667,507.52,741.911666666667,294.565,1029.60833333333,1633.225,1507.80666666667,821.791666666667,1644.87833333333,1190.02666666667,522.191666666667,1216.305,492.421666666667,509.08,1174.905,1043.195,401.911666666667,941.971666666667,1378.68666666667,1631.20666666667,782.225
